,tick,beta,eps,rewards,vels
0,10,1.8602893159349472,1.026653378777644,2.432409032644818,3.1149031618300675
1,20,-2.917741633984237,1.0707707759881517,2.330587503209098,4.408467790526146
2,30,-0.5636674189812069,1.2604232163490316,2.4781089140414707,5.201969972096837
3,40,-9.173430331070195,1.4358908328635893,2.8503099338499216,5.4439973709702105
4,50,-30.090203816647996,1.3931759472701455,4.301575074478746,5.502373569224353
5,60,-63.886903020923924,0.7197198723984346,6.824232006003905,3.9286512021528637
6,70,-130.06076076918666,-0.5909347505011674,1.8687073030155918,3.435396853044285
7,80,-76.39770701495728,-0.3304785934226513,-18.8521804943568,3.137131264127915
8,90,2.156547737103463,0.9728385864224678,2.4190333093677614,3.483790450368066
9,100,-4.997588986349948,0.9702189530953308,2.562274806308071,4.688765348674929
10,110,-5.911986950318003,1.2371238307147412,2.0889637646195487,5.406404092643353
11,120,-2.8848841673929826,1.5062697133389784,-18.446519053368128,4.533958268893682
12,130,0.940408563749459,1.1320607052250653,2.2300553038594972,3.7851449113562246
13,140,3.1204470165708007,1.4674471697371048,1.8513251632747836,5.035873387182265
14,150,2.137884914329342,1.5381231584300419,-18.227548382020775,4.493982994000193
15,160,5.707156727228908,0.7558744397128735,2.125928889385787,3.6656022002668007
16,170,-7.010615700834565,0.21079973706356286,1.965676800573433,4.3879921393232495
17,180,-28.291508660413317,-0.857136157689417,3.2172956754187254,3.4456460145645558
18,190,-20.99890463477604,-0.14642740439101048,-16.486793479433967,2.8671252512911645
19,200,4.827932615300184,0.7464387068039956,1.7838313205978418,4.130962967331724
20,210,-12.332344553308744,-0.054334549462926984,2.097221832620563,3.6900325398617593
21,220,-47.26181894828158,-1.3535920631018141,-15.419796050732511,2.9684448857398618
22,230,7.494626551442711,0.927893572922835,2.1222105083265745,3.6258543968564645
23,240,-3.711801654409263,0.28414688872497573,1.893137876413301,4.492676822538308
24,250,-33.94872070955338,-1.022410944496596,3.7133014448530144,4.014033223088828
25,260,-2.8635526981203414,0.7264092319544706,-17.792322716224504,3.410048405475174
26,270,6.634463973685327,0.6539222373584656,1.889579741751717,4.363666568744414
27,280,-24.368758896974644,-0.5452045377289683,3.00074411123769,4.584121590398034
28,290,-15.571006312839296,-0.11903308504508124,-16.756778667181653,2.877795868463175
29,300,13.232171779209711,0.4606704872163581,2.090838739154714,3.326826142568015
30,310,-6.12977391588691,-0.8100573319560458,1.2466487917813036,3.931698293538715
31,320,-3.6701763241397174,0.11466519800971191,-17.975200467328342,3.194622412423145
32,330,10.856196589488357,0.6275268750539206,1.843949527090952,3.84493798064232
33,340,-15.314870860796766,-0.5574013461270232,2.0270202926485523,3.8152459114635775
34,350,-11.017914024068885,-0.11868193949184846,-17.487556345507162,2.8330925829882894
35,360,10.13684698515299,0.582703773054158,1.8246579824128613,3.8080951919857484
36,370,-13.104394937819803,-0.5757923532406746,1.8818440775629337,4.189160704987603
37,380,-11.870633350689396,-0.1593589763566722,-17.415001394945918,3.412549788178474
38,390,9.03272688172964,0.583229550692642,1.7452079800929925,3.6163591726299673
39,400,-12.828520168432803,-0.5135759215977042,1.9414731290834277,4.181037099583241
40,410,-16.886618916725876,-0.3573133939570613,-17.293367553841428,3.359749782129024
41,420,5.491988195854901,0.7701886583758739,1.7658050801880747,3.826409526904519
42,430,-13.172066179186197,0.11924291001785571,2.4483817299652713,4.571492692306241
43,440,-32.01387029322328,-0.9793485167051635,3.579077315868664,4.052943306754716
44,450,-10.866629753648928,0.43365555829289953,-17.37753625168726,3.089172096619629
45,460,2.5393756946964494,1.0161425421697512,2.406534997683185,3.8310087087953297
46,470,-4.935361270002938,0.9501164548743266,2.5761197877234983,4.7642165049904115
47,480,-14.323943292854242,0.7773028710441596,2.811769893717448,5.095178871763526
48,490,-33.61335527835919,0.17658996876503788,4.115414521930902,3.007028187222021
49,500,-61.81566245284863,-1.0639084967416166,7.866600077091979,2.9575034877534856
50,510,-11.166032658836837,0.4261393859986435,-17.30829785986807,2.830855103910544
51,520,9.184963050700652,0.9152305129184584,2.1043249698529216,3.4085066321921746
52,530,-3.5449142241041978,0.32677074783193405,1.713236662159632,3.7713636404227615
53,540,-26.297573823173952,-0.7124709058266018,2.961249642593454,3.5927603420438685
54,550,-24.125414906914592,-0.3813276770549501,-16.755544133617448,3.1052501606420266
55,560,12.18346047711766,0.9198196462042777,2.2609712165103693,3.1753115895577846
56,570,-0.5452638239055164,0.22785815062884254,1.8492671433242938,3.8425386099766774
57,580,-26.117706292782806,-1.0573937636390194,2.8988890268043694,4.22907106173406
58,590,-4.5162419269324445,0.733498136161415,-17.804974185726753,3.3230869455501475
59,600,2.662635990170692,1.0433443756804208,2.479151676731561,4.229150580110661
60,610,-5.385777578383297,0.9039439913823876,2.15398077756314,4.93288089105888
61,620,-25.083863740179247,0.38063001175655997,3.348162678707577,4.354890749069139
62,630,-61.955389666500146,-0.8556672763664894,7.661605170777344,3.395422748771512
63,640,-17.67191617396166,0.47965464307796896,-17.400335903507948,3.196430130075844
64,650,5.994365499111083,1.045828433499961,2.2921503803344248,4.237084546826906
65,660,-2.1416275925636272,0.6394559735834511,1.482666422189117,4.196170001543043
66,670,-44.242070931026035,-0.5886357056294477,5.444924949798329,4.218104732958945
67,680,-27.277231643660198,-0.10916084029845823,-15.891405066777585,3.3461712285501872
68,690,2.8938688097541605,0.9000764957879396,2.107864735712401,3.539149212754891
69,700,-0.4795076775855413,0.49240009373988636,1.6392802086368439,4.159026256803063
70,710,-18.265993027793854,-0.45590738846250534,2.280898211523385,3.027113655302054
71,720,-40.897299646002146,-0.8252580961714298,-15.334465669769424,3.093421388680857
72,730,10.690995474672624,0.9718041176333071,2.388852919616136,3.631391625679013
73,740,7.937317728281428,0.23036419088418628,1.5703213927307744,3.3625136853084574
74,750,-34.1670695085834,-1.1447704596837687,-16.748218295231183,3.3099394339101122
75,760,0.7861339641392263,1.077568431606136,2.439261392665301,3.041678212040569
76,770,12.610807645935687,0.8274826157653472,2.0441891669723042,3.996604767849935
77,780,-10.223980597040457,-0.20113857963960552,1.8913599660824238,3.1952769683425783
78,790,-34.28196367329575,-0.515908019865487,-15.864604256094694,3.3510936725368787
79,800,13.675110921696149,0.8744564479199862,2.2269370414523446,3.531829095318907
80,810,12.080061469121823,-0.010330998625763085,1.8080560995619273,3.029162993653478
81,820,-31.59173737976856,-0.9616858899629009,-16.774851007340256,3.555877075503332
82,830,5.227389715551289,1.0646044444988796,2.3887524603131043,3.3988268435789895
83,840,14.215374452748613,0.5020913975542846,2.0670516888333212,3.6504178043285207
84,850,-33.61792677698674,-0.9699556217976358,3.9848930011954686,3.687550873162159
85,860,-3.2189408097942565,0.7218026774620487,-17.86348074715268,3.3759724894613306
86,870,8.76559120819495,0.5754016267105653,1.7218083138208757,4.201641340574599
